=== AUTO_hmem (stock tree + FI_HMEM GPU-direct RDMA) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     151.19            142.40            157.35          30
16                    146.51            138.59            152.09          30
32                    147.19            139.97            153.67          30
64                    270.43            263.68            276.81          30
128                   256.49            247.19            265.67          30
256                   258.23            248.44            266.56          30
512                   270.86            264.33            278.89          30
1024                  267.03            256.86            276.06          30
2048                  266.45            258.63            275.60          30
4096                  283.83            274.70            293.98          30
8192                  292.49            285.96            301.09          30
16384                 297.19            287.17            307.14          30
32768                 305.38            296.44            314.75          30
65536                 310.55            302.38            318.94          30
131072                326.82            306.28            347.91          30
262144                379.31            363.65            397.50          30
524288                430.83            426.49            438.05          30
1048576               556.48            550.30            565.60          30
2097152               843.69            837.23            851.80          30
4194304              1327.81           1320.48           1335.07          30
8388608              2283.77           2279.58           2288.92          30
16777216             5482.35           5476.27           5487.55          30
33554432            22738.22          22657.16          22817.54          30
67108864            49938.23          49752.90          50105.19          30
134217728          103427.89         102896.51         103890.25          30
268435456          195378.93         194270.83         196335.21          30
