=== C_mpich_rccl : N=4096 ranks=32768 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     929.18            819.36           1383.83          50
8                    1006.75            882.05           1477.41          50
16                    900.84            796.65           1376.25          50
32                    895.99            789.31           1365.67          50
64                   1083.58            957.08           1662.82          50
128                   834.80            688.99           1170.80          50
256                   417.23            259.59            465.79          50
512                   434.25            264.62            479.76          50
1024                  445.15            263.55            492.43          50
2048                  486.18            295.45            534.25          50
4096                  471.54            320.20            529.94          50
8192                  433.99            299.83            504.28          50
16384                 466.57            325.93            557.01          50
32768                 469.96            343.77            529.11          50
65536                 541.25            442.79            599.54          50
131072                690.45            576.88            739.83          50
262144                994.19            875.54           1043.73          50
524288               1041.68            924.60           1116.22          50
1048576              1338.17           1225.20           1400.37          50
2097152              2120.89           1978.25           2174.89          50
4194304              3597.72           3472.04           3673.45          50
8388608              3994.47           3845.47           4107.32          50
16777216             5125.78           4928.29           5294.50          50
33554432             8488.77           8177.07           8712.73          50
67108864            11385.47          10891.73          11886.30          50
134217728           18804.16          17784.44          19374.74          50
268435456           22668.63          21679.86          23384.60          50
536870912           37662.86          36665.16          37952.63          50
1073741824          78118.52          76947.89          78730.18          50
