=== A_mpich_host : N=4096 ranks=32768 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      90.49             82.82             98.24          50
8                      90.68             83.11             98.04          50
16                     90.52             83.08             98.31          50
32                     90.63             82.90             98.43          50
64                     90.39             81.89             98.51          50
128                    92.27             82.97            103.53          50
256                   123.36            111.08            145.64          50
512                   123.87            111.40            148.00          50
1024                  126.29            113.58            149.87          50
2048                  132.02            118.73            155.23          50
4096                  137.26            123.88            163.41          50
8192                  160.88            147.85            193.16          50
16384                 475.82            184.34           1113.55          50
32768                 524.69            345.61            956.26          50
65536                 722.59            550.20           1064.73          50
131072               3450.56           3429.93           3523.30          50
262144               5482.78           5427.02           5609.54          50
524288               6038.79           5945.93           6226.40          50
1048576              6524.09           6360.71           6741.83          50
2097152              7332.58           7062.30           7608.40          50
4194304              8691.59           8237.29           9077.89          50
8388608             10219.27           9697.70          10818.38          50
16777216            13131.40          12677.92          13956.19          50
33554432            47236.21          45930.64          48797.99          50
