=== C_mpich_rccl : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     120.35             82.81            134.90          50
8                     111.35             74.66            126.18          50
16                    100.52             64.70            114.52          50
32                    100.32             64.27            114.17          50
64                    107.49             67.78            122.67          50
128                   161.62             97.21            183.19          50
256                   165.63             99.56            188.07          50
512                   171.76            103.61            194.79          50
1024                  178.72            106.63            203.20          50
2048                  196.97            118.34            223.46          50
4096                  201.11            124.81            224.83          50
8192                  200.67            124.82            225.00          50
16384                 203.96            127.45            226.13          50
32768                 223.47            214.07            234.30          50
65536                 261.67            251.33            270.98          50
131072                327.83            317.85            337.47          50
262144                458.50            447.14            470.88          50
524288                512.44            501.52            524.91          50
1048576               612.56            600.99            623.73          50
2097152               496.19            473.93            525.26          50
4194304               851.47            804.10            929.77          50
8388608              1442.32           1350.52           1533.74          50
16777216             1952.91           1853.14           2082.00          50
33554432             3842.24           3705.25           3958.32          50
67108864             5689.85           5442.90           5905.12          50
134217728            6224.71           5846.81           6671.86          50
268435456           11464.16          10771.09          12504.46          50
536870912           20625.03          19830.64          21013.77          50
1073741824          36480.92          35383.05          37096.77          50
