=== D_cray_gpuaware : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      34.77             32.02             38.74          50
8                      34.14             32.46             35.96          50
16                     34.14             31.72             35.64          50
32                     33.96             32.88             35.38          50
64                     34.05             32.64             35.80          50
128                    36.13             34.95             37.41          50
256                    59.06             57.29             61.76          50
512                    57.88             56.17             60.61          50
1024                   60.05             57.26             64.26          50
2048                   63.84             61.08             66.64          50
4096                   88.96             85.41             92.73          50
8192                  122.35            119.14            125.44          50
16384                 131.37            127.66            134.58          50
32768                 146.77            142.15            151.28          50
65536                 185.91            180.84            190.92          50
131072                322.11            318.55            325.83          50
262144                331.52            328.05            335.41          50
524288                368.15            363.03            374.78          50
1048576               410.38            404.16            416.79          50
2097152               485.76            479.93            490.78          50
4194304               635.20            630.30            640.53          50
8388608               926.49            914.81            941.74          50
16777216             1863.04           1852.87           1876.93          50
33554432             4655.55           4645.28           4668.22          50
67108864            13992.75          13980.90          14003.73          50
134217728           19202.87          19190.18          19236.33          50
268435456           31111.17          31101.73          31123.54          50
536870912           62834.64          62824.35          62846.32          50
1073741824         125984.63         125975.99         125995.56          50
